1.4995,0.2074,2.4698,0.4976,0.8226
1.4995,0.2074,2.4698,0.4976,1.7804
1.8986,0.2074,2.4698,0.4976,1.7804
1.8986,0.2074,0.5195,0.4976,1.7804
1.8986,0.2074,0.5195,0.1516,1.7804
1.8986,0.2074,0.5195,0.8726,1.7804
0.1611,0.2074,0.5195,0.8726,1.7804
0.1771,0.2074,0.5195,0.8726,1.7804
0.0119,0.2074,0.5195,0.8726,1.7804
0.0119,0.2074,0.5195,1.1291,1.7804
0.0119,0.2074,0.2399,1.1291,1.7804
1.2904,0.2074,0.2399,1.1291,1.7804
1.2904,0.2074,0.2399,0.3531,1.7804
1.2904,0.2074,0.0527,0.3531,1.7804
1.2904,0.027,0.0527,0.3531,1.7804
0.348,0.027,0.0527,0.3531,1.7804
0.348,0.027,0.0527,0.3531,0.662
0.348,0.027,0.0527,1.3623,0.662
0.348,0.027,0.3385,1.3623,0.662
0.9659,0.027,0.3385,1.3623,0.662
0.9659,0.027,0.0153,1.3623,0.662
0.9659,0.027,0.1617,1.3623,0.662
0.9659,1.6314,0.1617,1.3623,0.662
0.9659,0.851,0.1617,1.3623,0.662
0.9659,0.1454,0.1617,1.3623,0.662
0.9659,0.2901,0.1617,1.3623,0.662
0.9659,0.2741,0.1617,1.3623,0.662
0.9659,1.3378,0.1617,1.3623,0.662
0.3732,1.3378,0.1617,1.3623,0.662
0.1767,1.3378,0.1617,1.3623,0.662
0.058,1.3378,0.1617,1.3623,0.662
0.3752,1.3378,0.1617,1.3623,0.662
0.3752,1.3378,0.1617,1.4893,0.662
0.3752,1.3378,0.1617,1.4893,0.21
0.3752,1.3378,0.1617,1.4893,1.3078
0.3752,1.3378,1.1285,1.4893,1.3078
0.3752,1.3378,1.1285,1.4893,0.6847
0.3752,1.3378,1.1285,1.4893,0.8485
0.3752,1.3378,1.1285,0.2612,0.8485
0.3752,1.3378,1.7002,0.2612,0.8485
0.3752,1.3378,0.1427,0.2612,0.8485
0.3752,1.3378,0.1427,0.2612,0.8485
0.3752,1.3378,0.1427,0.5024,0.8485
0.3752,1.3378,0.453,0.5024,0.8485
0.3752,1.3378,0.9237,0.5024,0.8485
0.3752,1.3378,0.9237,0.5024,0.3165
0.3752,1.3378,0.9237,0.9783,0.3165
0.3752,1.3378,0.9237,1.3641,0.3165
0.3752,1.3378,0.9237,1.3641,1.0775
0.3752,1.3378,0.9237,0.7214,1.0775
0.3752,1.3378,0.9237,0.2136,1.0775
0.735,0.2596,0.2569,1.5755,0.2356
0.3474,1.7093,0.1921,1.0176,1.1572
0.3267,0.121,0.0921,0.018,0.326
0.0535,0.0976,0.5779,0.7001,0.4079
4.0178,1.3187,0.6441,0.6974,1.2328
0.0724,0.3593,0.2508,1.5909,0.0339
0.0801,0.3873,1.8398,0.5281,0.1584
0.0378,1.6791,0.1281,0.2796,1.6074
0.3752,1.3378,0.9237,0.2136,1.0775
1.1574,0.364,0.0983,0.6512,0.2746
0.1911,0.1697,0.1084,0.4896,0.72
0.4374,0.5753,0.2709,0.0453,0.6787
0.5791,0.8914,0.095,0.9947,0.2118
0.4188,0.8626,0.1735,1.4109,0.0793
